diversity_strength,avg_rouge1,avg_rouge2,avg_rougeL,avg_rouge_l2,avg_time,n_articles
0.0,0.32463577652009756,0.1129638542994583,0.19735295124779959,0.4021696473396456,0.12454880475997925,100
0.2,0.3252039583382793,0.11347165787768441,0.1972053648360144,0.4026733393054456,0.07370138168334961,100
0.4,0.3252039583382793,0.11347165787768441,0.19701305714370668,0.4025612912536819,0.07131593942642211,100
0.6,0.3252039583382793,0.11347165787768441,0.19734329587049715,0.4027369156978829,0.07156105279922485,100
0.8,0.32534477264876543,0.11364835796471595,0.19741684475578303,0.4029100115404245,0.07074907302856445,100
1.0,0.21707054810693474,0.043442435575243854,0.1341086937296541,0.2624947294368227,0.07044687032699586,100
