avg_rouge1,avg_rouge2,avg_rougeL,avg_rouge_l2,std_rouge1,std_rouge2,std_rougeL,std_rouge_l2,avg_time,total_time,n_articles,embedder
0.26187256914572266,0.07571551426390387,0.15996701589628157,0.3211009107442264,0.11279570804739114,0.08740180828320528,0.08663863611155051,0.15704118560929917,0.021215520620346068,21.21552062034607,1000,tfidf
