avg_rouge1,avg_rouge2,avg_rougeL,avg_rouge_l2,std_rouge1,std_rouge2,std_rougeL,std_rouge_l2,avg_time,total_time,n_articles,embedder
0.264498091677721,0.07710921963031057,0.16189941718449918,0.32461174091527034,0.11169810160699072,0.08713215569840647,0.08634875648133077,0.1557828533662117,0.02095891761779785,20.95891761779785,1000,bow
