avg_rouge1,avg_rouge2,avg_rougeL,avg_rouge_l2,std_rouge1,std_rouge2,std_rougeL,std_rouge_l2,avg_time,total_time,n_articles
0.3011809177386731,0.10051489127091821,0.1844543193270999,0.3719585323304214,0.110103072842444,0.08794967792513211,0.08572802564815732,0.1539173856331721,0.09540206027030945,95.40206027030945,1000
