avg_rouge1,avg_rouge2,avg_rougeL,avg_rouge_l2,std_rouge1,std_rouge2,std_rougeL,std_rouge_l2,avg_time,total_time,n_articles
0.29221897607166364,0.0959249957961345,0.17729203358116252,0.3595094605131585,0.10137844270981906,0.08295404277510983,0.08023148119846207,0.14274102494393032,0.5136153316497802,513.6153316497803,1000
