avg_rouge1,avg_rouge2,avg_rougeL,avg_rouge_l2,std_rouge1,std_rouge2,std_rougeL,std_rouge_l2,avg_time,total_time,n_articles
0.267837296048607,0.07863904313412977,0.1632535969929639,0.3283188242177087,0.11009443211975736,0.08636814755330335,0.08557679017466258,0.1538929198088149,0.012331448078155517,12.331448078155518,1000
